autogazer.avg_distance,session.sample_source_id,recorder,autogazer.gaze_frequency,autogazer.translation_offset,autogazer.estim_perc,Content-Type,session.error.incompleteupload,session.data_source,creation-time,session.ismobile,autogazer.avg_track_quality,size,autogazer.avg_pupil_outside,computer.os.name,session.study,session.ispractice,session.error.log,eyetrack.quality,computer.timezone_offset,session.autogazer_queue,autogazer.fit_quality,video.number,autogazer.version,autogazer.calib_perc,session.error.missingvideos,autogazer.validation_error,eyetrack.isgood,eyetrack.accuracy,html5-support,session.status,computer.nickname,session.recording_time,session.last_state,session.iscomplete,media.num_viewed,_id,video.type,study.attempt,computer.language,last_modified,session.uploadlocation,id,session.error.crashed,name,computer.resolution,session.error.processing,computer.browser,session.participant,itemName,session.error.missingmarkers,computer.user_agent
0.0,ZD52dTfio0AAUcKhmqGe1,html5,12.797245102145283,0.0,0.0,application/json,false,video,2023-05-12 09:50:44,false,0.0,64,0.0,Windows 10,EMeHmK26TywYDMePeohDW,false,false,GOOD,-120,v3,0.0,1,Autogazer3,0.0,true,0.08734386739758437,True,normal,"{""getUserMedia"":true,""MediaRecorder"":true}",READY,quiet winter,2023-05-12 09:47:44,7.COMPLETE,true,-1,sessions/EMeHmK26TywYDMePeohDW/SMeHsmPKN3iw1tm6csQ8s,video/webm,1,sr-RS,2023-05-12 09:56:59.839818,upload/EMeHmK26TywYDMePeohDW-j4vcaze-2023-05-12-1683884863104/,SMeHsmPKN3iw1tm6csQ8s,false,sessions/EMeHmK26TywYDMePeohDW/SMeHsmPKN3iw1tm6csQ8s,"1536,864",false,Chrome 112.0.0.0,j4vcaze,sessions/EMeHmK26TywYDMePeohDW/SMeHsmPKN3iw1tm6csQ8s,false,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
